Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,MonthlyDebt,NonRealEstateLoans
110251,1,0.875656791,35.0,0,3750.0,13.0,0,0.0,0,0.0,2135.43055125,13.0
110252,0,0.138942191,58.0,0,3750.0,17.0,0,2.0,0,0.0,3519.0615825,15.0
110253,0,0.409753008,65.0,0,8600.0,7.0,0,0.0,0,1.0,801.9067592,7.0
110254,0,0.503449655,44.0,0,3500.0,4.0,0,0.0,0,1.0,621.8223375,4.0
110255,0,0.546418877,70.0,0,4583.0,9.0,0,2.0,0,1.0,2306.496726333,7.0
110256,0,0.004274934,47.0,0,8804.628881466775,14.0,0,2.0,0,3.0,3219.0,12.0
110257,0,0.9999999,29.0,0,2885.6654527790893,2.0,0,0.0,0,2.0,284.0,2.0
110258,0,0.211513141,62.0,0,6211.0,6.0,0,0.0,0,0.0,884.8575309339999,6.0
110259,0,0.9999999,68.0,0,4547.948254523455,0.0,0,0.0,0,0.0,8.0,0.0
110260,0,0.516730844,39.0,0,26000.0,10.0,0,1.0,0,0.0,1541.9406860000001,9.0
110261,1,0.9999999,28.0,0,2624.1408037944625,1.0,1,0.0,0,0.0,87.0,1.0
110262,0,0.087003797,64.0,1,7567.0,16.0,0,2.0,0,0.0,1962.740620169,14.0
110263,0,0.666563579,61.0,0,5700.0,14.0,0,0.0,0,1.0,1125.8024913,14.0
110264,0,0.216138787,45.0,0,12500.0,11.0,0,2.0,0,1.0,3617.7105874999997,9.0
110265,0,0.126727433,30.0,0,7000.0,4.0,0,0.0,0,0.0,46.993289,4.0
110266,0,0.101401534,68.0,0,4623.767356557587,5.0,0,0.0,0,0.0,212.0,5.0
110267,0,0.333293083,62.0,1,4181.0,9.0,0,1.0,0,0.0,1117.732664743,8.0
110268,0,0.141573625,38.0,0,3500.0,13.0,0,1.0,0,2.0,2215.3670385,12.0
110269,0,0.044623884,63.0,0,3732.0,1.0,0,0.0,0,0.0,52.985801472,1.0
110270,0,0.390764914,56.0,0,6685.06873277698,14.0,0,1.0,0,0.0,2489.0,13.0
110271,0,0.850357728,54.0,0,5675.0,6.0,0,1.0,0,0.0,2026.642885075,5.0
110272,0,0.0,46.0,0,5417.0,4.0,0,1.0,0,0.0,2909.46289952,3.0
110273,0,0.077396997,41.0,0,1800.0,13.0,0,0.0,0,0.0,513.7146036,13.0
110274,0,0.03078371,83.0,0,790.0,3.0,0,0.0,0,0.0,46.94058182,3.0
110275,0,0.030109262,64.0,1,5214.0,12.0,0,2.0,0,2.0,3583.312750908,10.0
110276,0,0.01625756,49.0,0,6500.0,25.0,0,2.0,0,2.0,3455.4683864999997,23.0
110277,0,0.117122072,58.0,0,4752.106443333553,3.0,0,0.0,0,0.0,172.0,3.0
110278,0,0.120772107,29.0,0,701.0,3.0,0,0.0,0,0.0,494.294871705,3.0
110279,0,0.440928372,42.0,0,8333.0,8.0,0,3.0,0,2.0,8454.985362057,5.0
110280,1,0.980001869,28.0,0,2377.0,4.0,0,0.0,1,2.0,384.83809938900004,4.0
110281,0,0.182400374,63.0,0,3160.0,12.0,0,1.0,0,0.0,1304.58715692,11.0
110282,1,0.594159456,64.0,1,7083.0,19.0,0,5.0,0,0.0,11675.351637081001,14.0
110283,0,0.046065131,45.0,0,5415.413826607159,11.0,0,1.0,0,0.0,1374.0,10.0
110284,0,0.730154958,43.0,1,11000.0,8.0,0,1.0,0,2.0,5092.537043,7.0
110285,0,0.002518456,52.0,0,6203.0,6.0,0,3.0,0,1.0,2234.639750553,3.0
110286,0,0.992728595,32.0,0,4069.085494745129,3.0,0,0.0,0,0.0,802.0,3.0
110287,1,0.942443534,44.0,0,3007.0,11.0,0,2.0,0,3.0,2694.104056043,9.0
110288,0,0.042589438,60.0,1,4400.0,4.0,0,0.0,0,0.0,352.91978919999997,4.0
110289,0,0.226851764,56.0,0,5500.0,9.0,0,2.0,0,2.0,3119.432833,7.0
110290,1,0.9999999,56.0,0,4592.647798943022,0.0,1,0.0,0,0.0,0.0,0.0
110291,0,0.069344201,51.0,1,8500.0,8.0,0,1.0,0,2.0,2493.706625,7.0
110292,0,0.155877819,59.0,1,8700.0,7.0,0,2.0,0,0.0,3745.5694749,5.0
110293,0,0.926574925,52.0,0,4916.0,6.0,0,1.0,0,1.0,2153.56192742,5.0
110294,0,0.023864848,59.0,0,3700.0,10.0,0,1.0,0,0.0,1617.5628217,9.0
110295,0,0.348259492,50.0,0,9000.0,10.0,0,3.0,0,2.0,3550.605489,7.0
110296,1,0.611473382,66.0,0,8338.578630506618,12.0,0,2.0,0,0.0,3994.0,10.0
110297,0,0.782560872,47.0,0,6175.173263960318,3.0,0,1.0,0,0.0,2010.0,2.0
110298,0,0.102022449,73.0,0,13172.0,7.0,0,2.0,0,0.0,2860.78281724,5.0
110299,1,0.744279049,44.0,2,2600.0,4.0,0,1.0,1,3.0,1505.4209924,3.0
110300,0,0.017350825,43.0,0,7830.635137260714,10.0,0,1.0,0,0.0,3667.0,9.0
110301,0,0.577158508,64.0,0,3400.0,15.0,0,2.0,0,0.0,4002.8226996,13.0
110302,0,0.01349865,57.0,0,78111.0,9.0,0,2.0,0,0.0,1941.975138807,7.0
110303,0,0.315291578,46.0,0,8846.0,8.0,0,1.0,0,2.0,2678.697181998,7.0
110304,0,0.590207741,32.0,1,3100.0,8.0,0,0.0,0,0.0,727.7652380000001,8.0
110305,0,0.309496208,44.0,0,5615.0,12.0,0,2.0,0,2.0,5720.98112606,10.0
110306,1,0.011671838,67.0,1,11000.0,8.0,0,1.0,0,1.0,3072.720662,7.0
110307,0,0.037505825,65.0,0,6742.424899962154,15.0,0,2.0,0,0.0,2113.0,13.0
110308,0,0.00734537,71.0,0,7314.25057266613,5.0,0,2.0,0,0.0,2747.0,3.0
110309,0,0.167304475,54.0,0,3800.0,5.0,0,1.0,0,1.0,2264.4041046,4.0
110310,0,0.098303911,40.0,0,5000.0,10.0,0,1.0,0,0.0,2780.44391,9.0
110311,0,0.014922503,58.0,0,6600.0,4.0,0,1.0,0,3.0,1773.7312559999998,3.0
110312,0,0.690130676,42.0,0,5934.0,8.0,0,1.0,0,3.0,2734.539175674,7.0
110313,0,0.690473545,65.0,0,2500.0,7.0,0,2.0,0,0.0,3885.4458225,5.0
110314,0,0.080274247,52.0,0,0.0,6.0,0,1.0,0,2.0,2499.0,5.0
110315,0,0.834607215,63.0,0,15214.0,8.0,0,2.0,0,1.0,8181.462246274,6.0
110316,0,0.090825765,65.0,0,9127.646333193614,7.0,0,2.0,0,0.0,3788.0,5.0
110317,0,0.0,53.0,0,3182.0,9.0,0,1.0,0,0.0,753.763115626,8.0
110318,1,0.624831211,26.0,0,3000.0,10.0,0,3.0,0,0.0,4604.465178,7.0
110319,0,0.589009486,56.0,0,2660.0,6.0,0,0.0,0,0.0,579.78203752,6.0
110320,0,0.0,34.0,0,1000.0,1.0,0,0.0,0,0.0,0.0,1.0
110321,0,0.126245847,22.0,0,1169.9565074238396,1.0,0,0.0,0,0.0,1.0,1.0
110322,0,0.119223465,49.0,1,6400.0,8.0,0,1.0,0,3.0,1845.7116096,7.0
110323,0,0.037063581,47.0,0,2500.0,4.0,0,1.0,0,0.0,732.7069175,3.0
110324,1,0.980776624,31.0,2,5000.0,3.0,1,0.0,0,2.0,668.8662250000001,3.0
110325,0,0.004848191,33.0,0,5561.0,9.0,0,1.0,1,1.0,1752.684827278,8.0
110326,0,0.000122221,56.0,0,7254.538866737469,3.0,0,1.0,0,0.0,2747.0,2.0
110327,0,0.638722555,48.0,0,5487.240526869433,3.0,0,0.0,0,1.0,280.0,3.0
110328,0,0.035955289,40.0,0,6600.0,16.0,0,1.0,0,0.0,2191.6679268,15.0
110329,0,0.018499538,58.0,0,14591.0,3.0,0,1.0,0,0.0,1087.925445764,2.0
110330,0,0.0,68.0,0,5100.0,15.0,0,1.0,0,0.0,1112.7818061,14.0
110332,0,0.401134463,44.0,0,1860.0,5.0,0,1.0,0,2.0,1183.3637836799999,4.0
110333,0,0.0,52.0,0,8500.0,4.0,0,0.0,0,1.0,1365.8393130000002,4.0
110334,0,0.099687296,52.0,0,5000.0,5.0,0,0.0,0,0.0,1044.79104,5.0
110335,0,0.765472662,48.0,0,3400.0,14.0,0,2.0,0,1.0,2862.1581888,12.0
110336,0,0.080454266,33.0,0,11200.0,13.0,0,4.0,0,2.0,5454.5129856,9.0
110337,0,0.441966838,40.0,0,5233.0,6.0,0,1.0,0,1.0,2584.506113057,5.0
110338,0,0.040732589,41.0,0,41666.0,14.0,0,1.0,0,0.0,4574.890217252,13.0
110339,0,0.157317572,32.0,0,3500.0,5.0,0,0.0,0,2.0,202.9420155,5.0
110340,0,0.013017347,62.0,0,1900.0,9.0,0,0.0,0,0.0,412.7827463,9.0
110341,0,0.064647233,34.0,0,1950.0,5.0,0,0.0,0,0.0,64.9666836,5.0
110342,0,0.200699816,43.0,0,7900.0,10.0,0,2.0,0,0.0,2932.6287807000003,8.0
110343,0,0.874802735,33.0,0,5204.0,4.0,0,0.0,0,0.0,69.98655082799999,4.0
110344,0,0.08828067,41.0,0,5998.816518265071,7.0,0,1.0,0,0.0,1919.0,6.0
110345,0,0.9999999,88.0,0,7409.0,3.0,0,0.0,0,0.0,0.0,3.0
110346,0,0.031924202,52.0,0,6875.0,4.0,0,1.0,0,2.0,1643.76091,3.0
110347,0,0.055529918,73.0,1,522.0,7.0,0,0.0,0,0.0,512.019120402,7.0
110348,0,0.9999999,53.0,1,5162.5008052811145,6.0,0,0.0,1,0.0,1239.0,6.0
110349,0,0.15323723,43.0,0,9500.0,7.0,0,4.0,0,3.0,5088.464375500001,3.0
110350,0,0.158289572,67.0,0,7483.0,13.0,0,1.0,0,0.0,2454.6719641709997,12.0
110351,0,0.0,78.0,0,3538.0,7.0,0,1.0,0,0.0,915.7411697640001,6.0
110352,0,0.028288275,77.0,0,3400.0,12.0,0,0.0,0,0.0,463.8635708,12.0
110353,0,0.087152141,30.0,0,3611.0,16.0,0,0.0,0,1.0,417.88427495999997,16.0
110354,0,0.431853979,55.0,0,15642.0,10.0,0,1.0,0,5.0,3743.7606597599997,9.0
110355,1,0.068420275,74.0,0,2500.0,13.0,0,0.0,0,0.0,40.9836075,13.0
110356,0,0.05511853,32.0,0,3683.0,8.0,0,1.0,0,0.0,922.749456504,7.0
110357,0,0.930139721,26.0,0,2000.0,4.0,0,0.0,0,0.0,12.993504,4.0
110358,0,0.913908151,57.0,0,4246.0,9.0,0,1.0,0,0.0,5131.791382608,8.0
110359,0,0.473157928,49.0,0,2668.0,6.0,0,1.0,0,0.0,580.782315368,5.0
110360,0,0.037641746,73.0,0,2810.0,7.0,0,0.0,0,0.0,109.96086942000001,7.0
110361,0,0.0590122,79.0,0,3000.0,6.0,0,0.0,0,0.0,85.971342,6.0
110362,0,0.0,63.0,0,12500.0,13.0,0,3.0,0,0.0,2986.7610624999998,10.0
110363,0,0.0,45.0,0,5166.0,7.0,0,2.0,0,1.0,1178.771820282,5.0
110364,0,0.0,53.0,0,17123.0,12.0,0,2.0,0,0.0,4865.715840217001,10.0
110365,0,0.01324595,55.0,0,4166.0,6.0,0,0.0,0,1.0,23.994239474,6.0
110366,0,0.040346072,33.0,0,6250.0,8.0,0,1.0,0,2.0,1062.82995,7.0
110367,0,0.013820003,83.0,0,10500.0,11.0,0,2.0,0,0.0,385.96324200000004,9.0
110368,0,0.065206975,56.0,0,5158.506542831465,6.0,0,0.0,0,0.0,93.0,6.0
110369,0,0.206639668,66.0,0,6176.341338044823,9.0,0,0.0,0,0.0,123.0,9.0
110370,0,0.119606913,62.0,0,11500.0,11.0,0,2.0,0,0.0,2420.789491,9.0
110371,0,0.934413117,42.0,1,2120.0,2.0,1,0.0,0,0.0,158.92503468,2.0
110372,0,0.0123053,75.0,0,8313.609252624929,12.0,0,2.0,0,0.0,4167.0,10.0
110373,0,0.0,69.0,0,3000.0,12.0,0,0.0,0,0.0,99.96667800000002,12.0
110374,0,0.288071193,44.0,0,3800.0,4.0,0,1.0,0,0.0,1719.5474886,3.0
110375,0,0.0,57.0,0,6950.0,4.0,0,1.0,0,0.0,1284.81513465,3.0
110376,0,0.061111673,70.0,0,7500.0,11.0,0,1.0,0,0.0,1896.7470975,10.0
110377,0,0.068942095,46.0,2,14166.0,15.0,0,3.0,0,0.0,7056.501873696,12.0
110378,0,0.108074928,51.0,0,4615.076417438924,2.0,0,0.0,0,0.0,81.0,2.0
110379,0,0.471376431,39.0,0,5339.0,6.0,0,1.0,0,0.0,5123.040450518,5.0
110380,1,0.855972769,47.0,0,4579.037098250187,3.0,0,0.0,0,0.0,240.0,3.0
110381,0,0.9999999,65.0,1,10834.103993860617,3.0,0,2.0,1,0.0,5161.0,1.0
110382,1,0.877499867,62.0,0,3700.0,7.0,0,1.0,0,1.0,2053.4450143,6.0
110383,0,0.009959801,82.0,0,5113.161472432983,8.0,0,0.0,0,0.0,28.0,8.0
110384,0,0.10919727,78.0,0,5416.0,2.0,0,0.0,0,1.0,129.97600056800002,2.0
110385,0,0.479560868,69.0,0,14050.0,21.0,0,2.0,0,2.0,5493.60899595,19.0
110386,0,0.018039247,74.0,0,4104.0,7.0,0,1.0,0,0.0,554.864797296,6.0
110387,0,0.046036031,63.0,0,6797.545092714443,21.0,0,2.0,0,0.0,2413.0,19.0
110388,0,0.040809829,64.0,0,5755.662592627196,8.0,0,1.0,0,0.0,1681.0,7.0
110389,0,0.440889122,56.0,0,5075.0,6.0,0,1.0,0,0.0,1303.743104475,5.0
110390,0,0.10782884,61.0,0,7271.0,7.0,0,0.0,0,0.0,76.989412489,7.0
110391,0,0.710266443,30.0,2,5774.921785792557,10.0,0,1.0,0,2.0,2609.0,9.0
110392,0,0.045949657,33.0,0,2500.0,6.0,0,0.0,0,0.0,224.910035,6.0
110393,0,0.434361992,86.0,0,1208.0,16.0,0,1.0,0,0.0,875.2754344560001,15.0
110394,0,0.357172834,49.0,0,4333.0,13.0,0,1.0,0,0.0,1960.547531383,12.0
110395,0,0.180273242,26.0,0,2600.0,4.0,0,0.0,0,0.0,14.9942338,4.0
110396,0,0.172402774,43.0,0,6799.375281179617,7.0,0,2.0,0,0.0,2790.0,5.0
110397,0,0.538977098,47.0,0,8000.0,6.0,0,2.0,0,0.0,3919.5100639999996,4.0
110398,0,0.102856458,58.0,0,7733.0,24.0,0,9.0,0,1.0,9021.833335911,15.0
110399,0,0.660436027,59.0,0,1218.0,6.0,0,1.0,0,0.0,2229.169811022,5.0
110400,0,0.020962124,55.0,0,6800.0,16.0,0,2.0,0,0.0,1998.7060752000002,14.0
110401,0,0.663352462,25.0,2,2500.0,14.0,0,0.0,0,2.0,434.82607,14.0
110402,0,0.060437729,55.0,0,7345.6486003422015,5.0,0,1.0,0,2.0,2222.0,4.0
110403,0,0.351550527,52.0,1,9000.0,20.0,0,3.0,1,3.0,8029.107873,17.0
110404,0,0.002496418,68.0,0,17000.0,16.0,0,2.0,0,1.0,3006.823133,14.0
110405,0,0.688403421,45.0,0,5833.0,14.0,0,2.0,0,1.0,4027.309565707,12.0
110406,0,0.127324845,77.0,0,5224.834646826717,4.0,0,1.0,0,0.0,1349.0,3.0
110407,0,0.012861252,81.0,1,5695.704028473598,5.0,0,1.0,0,0.0,1679.0,4.0
110408,0,0.293129972,60.0,0,4000.0,7.0,0,1.0,0,1.0,1435.6410879999999,6.0
110409,0,0.917401343,40.0,0,4994.7141992442275,9.0,0,0.0,0,0.0,1049.0,9.0
110410,0,0.804824641,45.0,0,5200.0,4.0,0,0.0,0,0.0,659.8730995999999,4.0
110411,0,0.075703624,41.0,0,2200.0,7.0,0,1.0,0,2.0,920.5815541999999,6.0
110412,0,0.006879143,52.0,0,4252.0,10.0,0,1.0,0,0.0,951.776158488,9.0
110413,0,0.21001268,63.0,0,12281.0,14.0,0,2.0,0,0.0,4736.61430997,12.0
110414,0,0.254713377,78.0,0,3100.0,11.0,0,1.0,0,0.0,1346.5656248,10.0
110415,0,0.100117136,50.0,1,12365.0,15.0,0,2.0,0,0.0,2582.791122525,13.0
110416,0,0.033408332,49.0,0,10000.0,4.0,0,0.0,0,0.0,51.994800000000005,4.0
110417,0,0.297412128,38.0,0,3700.0,5.0,0,1.0,0,1.0,1813.5098636999999,4.0
110418,0,0.930871275,59.0,0,6750.0,5.0,0,1.0,0,0.0,2658.60613125,4.0
110419,0,0.448874266,36.0,0,4166.0,9.0,0,3.0,0,0.0,5095.77681607,6.0
110420,0,0.026525199,53.0,0,4623.767356557587,4.0,0,0.0,0,0.0,283.0,4.0
110421,0,0.083126074,57.0,0,10900.0,3.0,0,1.0,0,1.0,908.9166105,2.0
110422,0,0.76886865,53.0,0,9091.0,11.0,0,1.0,0,0.0,3708.592058277,10.0
110423,0,0.109897385,33.0,0,9000.0,14.0,0,3.0,0,0.0,5378.402403,11.0
110424,0,0.070204812,71.0,0,4615.076417438924,2.0,0,0.0,0,0.0,91.0,2.0
110425,0,0.035311497,51.0,0,13548.0,11.0,0,4.0,0,2.0,3139.768251708,7.0
110426,0,0.025232492,82.0,0,1600.0,3.0,0,0.0,0,0.0,21.9862592,3.0
110427,0,0.448255174,81.0,0,4400.0,1.0,0,0.0,0,0.0,133.9695544,1.0
110428,0,0.337213169,40.0,0,2963.0,12.0,1,2.0,0,1.0,3207.91734291,10.0
110429,0,0.013290209,61.0,0,9083.0,23.0,0,2.0,0,1.0,3335.6327634659997,21.0
110430,0,0.00349965,32.0,0,1925.0,9.0,0,1.0,0,3.0,1837.0456912500001,8.0
110431,0,0.831136542,36.0,0,8695.0,19.0,0,0.0,0,4.0,3819.5607201549997,19.0
110432,0,0.419105393,47.0,0,13527.0,13.0,0,3.0,0,2.0,5386.601793186,10.0
110433,0,0.025927158,53.0,0,5158.506542831465,6.0,0,0.0,0,0.0,82.0,6.0
110434,0,0.591557119,51.0,0,2512.0,4.0,1,0.0,0,2.0,103.958615088,4.0
110435,0,0.9999999,52.0,0,10000.0,5.0,0,3.0,0,0.0,2913.7086299999996,2.0
110436,0,0.99165585,40.0,0,7636.0,9.0,0,2.0,0,2.0,3593.52939504,7.0
110437,0,0.311228159,62.0,0,5200.0,19.0,0,1.0,0,0.0,2442.5302824,18.0
110438,0,0.196007968,24.0,0,14550.0,5.0,0,0.0,0,0.0,153.98941575,5.0
110439,0,0.9999999,32.0,1,5200.0,3.0,0,0.0,0,1.0,600.8844452,3.0
110440,0,0.008643207,35.0,0,9400.0,11.0,0,1.0,0,1.0,1106.8822420000001,10.0
110442,0,0.034148234,53.0,0,9500.0,10.0,0,0.0,0,0.0,33.9964245,10.0
110443,0,0.041210253,63.0,0,5058.0,3.0,0,0.0,0,0.0,66.986755992,3.0
110444,0,0.982127234,38.0,0,5600.0,7.0,0,1.0,0,2.0,1754.6866624000002,6.0
110445,0,0.9999999,76.0,0,4547.948254523455,0.0,0,0.0,0,0.0,3.0,0.0
110446,0,0.318221195,40.0,0,6726.0,10.0,0,0.0,0,4.0,1773.7362880439998,10.0
110447,0,0.031078281,51.0,0,5415.413826607159,9.0,0,2.0,0,0.0,1385.0,7.0
110448,0,0.169504655,50.0,3,7041.0,8.0,0,1.0,0,0.0,1743.7523455560001,7.0
110450,0,0.081899191,61.0,0,1000.0,16.0,0,1.0,0,0.0,921.078921,15.0
110451,0,0.049194392,53.0,1,6000.0,15.0,0,2.0,0,0.0,3584.402598,13.0
110452,0,0.353265466,59.0,0,5000.0,9.0,0,1.0,0,0.0,2031.5936800000002,8.0
110453,0,0.052863142,46.0,0,12500.0,6.0,0,3.0,0,3.0,4158.6673125,3.0
110454,0,0.861776321,64.0,1,6400.0,10.0,0,1.0,0,1.0,2323.6369344,9.0
110455,0,0.005698992,40.0,0,6137.0,7.0,0,1.0,0,0.0,3091.4962534129995,6.0
110456,0,0.171661165,57.0,0,10945.0,7.0,0,1.0,0,1.0,3314.69714642,6.0
110457,0,0.584883023,49.0,3,5858.0,8.0,0,2.0,0,2.0,1774.697045476,6.0
110458,0,0.01296243,73.0,0,22000.0,3.0,0,1.0,0,0.0,1849.9159140000002,2.0
110459,0,0.128530185,56.0,0,12249.0,6.0,0,2.0,0,2.0,2578.789466388,4.0
110460,0,0.78610142,51.0,0,6783.0,15.0,0,1.0,0,0.0,4081.3982923979997,14.0
110461,0,0.276649515,80.0,0,11416.0,8.0,0,4.0,0,0.0,10919.043528384,4.0
110462,1,0.538424912,53.0,2,5830.0,5.0,1,2.0,1,2.0,2039.65014341,3.0
110463,0,0.9999999,52.0,0,4615.076417438924,1.0,0,0.0,0,0.0,61.0,1.0
110464,0,0.081301486,48.0,0,9830.696374803929,12.0,0,2.0,0,2.0,4315.0,10.0
110465,0,0.034696205,59.0,0,5413.0,10.0,0,1.0,0,1.0,1253.7683757730001,9.0
110466,0,0.010116136,59.0,0,5200.0,10.0,0,1.0,0,0.0,1161.7765796,9.0
110467,0,0.555814728,43.0,0,1830.0,3.0,0,0.0,0,2.0,211.88421675,3.0
110468,0,0.74321636,74.0,0,16000.0,9.0,0,2.0,0,0.0,6430.598080000001,7.0
110469,0,0.017492379,41.0,0,4834.0,7.0,0,1.0,0,0.0,1212.7491198379998,6.0
110470,0,0.012558159,87.0,0,5108.157636931009,8.0,0,0.0,0,0.0,23.0,8.0
110472,0,0.00289971,74.0,0,5153.669642896607,8.0,0,0.0,0,0.0,0.0,8.0
110473,0,0.092837755,52.0,0,12350.0,13.0,0,1.0,0,2.0,3160.7440709,12.0
110474,0,0.009166361,62.0,0,4547.948254523455,1.0,0,0.0,0,0.0,8.0,1.0
110475,0,0.021517446,42.0,0,8333.0,6.0,0,0.0,0,2.0,39.99520012799999,6.0
110476,0,0.336538871,65.0,0,8319.0,9.0,0,2.0,1,2.0,1995.760094874,7.0
110477,0,0.0,50.0,0,4592.647798943022,2.0,0,0.0,0,0.0,0.0,2.0
110478,0,0.0,36.0,0,3855.0,5.0,0,0.0,0,1.0,263.93153415,5.0
110479,0,0.465144468,44.0,0,6623.0,14.0,0,3.0,0,3.0,4200.365789751,11.0
110480,0,0.052055761,37.0,0,7654.0,5.0,0,2.0,0,2.0,1446.81097412,3.0
110481,0,0.881917878,34.0,0,2478.0,3.0,0,0.0,0,4.0,528.7866075659999,3.0
110482,0,0.009996553,70.0,0,3028.0,9.0,0,1.0,0,0.0,1132.625949576,8.0
110483,0,0.9999999,27.0,0,2983.0,1.0,2,0.0,0,2.0,334.88773592800004,1.0
110484,0,0.099281994,44.0,0,13333.0,21.0,0,1.0,0,3.0,4270.679697005,20.0
110485,0,0.025646053,49.0,0,13916.0,7.0,0,2.0,0,2.0,1710.877056308,5.0
110486,0,0.006847329,81.0,0,5500.0,14.0,0,0.0,0,0.0,309.943645,14.0
110487,0,0.040134539,58.0,0,6211.978901189384,5.0,0,1.0,0,0.0,1933.0,4.0
110488,0,0.211270361,49.0,0,6617.41096805674,14.0,0,1.0,0,0.0,2419.0,13.0
110489,0,0.125593606,79.0,0,5463.375833026038,9.0,0,0.0,0,0.0,97.0,9.0
110490,0,0.104388701,49.0,0,1083.0,13.0,0,0.0,0,3.0,486.550738419,13.0
110491,0,0.164739366,50.0,0,19000.0,12.0,0,3.0,0,3.0,3872.796163,9.0
110492,0,0.569553881,39.0,3,7700.0,8.0,0,1.0,0,5.0,2482.6775743,7.0
110493,0,0.484030019,38.0,0,4833.0,8.0,0,1.0,0,2.0,3249.3276781470004,7.0
110494,0,0.021867572,69.0,0,7500.0,8.0,0,1.0,0,0.0,1428.8094899999999,7.0
110495,0,0.271527036,26.0,0,1200.0,4.0,0,0.0,0,0.0,275.7701916,4.0
110496,0,0.999933555,41.0,0,6504.176266061474,4.0,0,2.0,0,0.0,2704.0,2.0
110497,0,0.251762666,55.0,0,10000.0,18.0,0,2.0,0,1.0,2649.73503,16.0
110498,0,0.033859455,49.0,0,1500.0,7.0,0,2.0,0,2.0,2389.4070615,5.0
110499,0,0.050405541,57.0,0,5400.0,11.0,0,1.0,0,1.0,2554.5269376,10.0
110500,0,0.023768202,53.0,0,7500.0,21.0,0,2.0,0,0.0,4885.34862,19.0
110501,0,0.04131956,25.0,0,2666.0,4.0,0,0.0,0,1.0,70.973377552,4.0
110502,0,0.051670099,81.0,0,2800.0,12.0,0,1.0,0,0.0,774.7233144,11.0
110503,0,0.014497872,64.0,0,6252.784124642247,6.0,0,1.0,0,0.0,1919.0,5.0
110504,0,0.65363277,52.0,0,3900.0,12.0,0,2.0,0,0.0,3750.0384519,10.0
110505,1,0.522799317,46.0,4,3500.0,5.0,0,0.0,1,2.0,637.817768,5.0
110506,0,0.182879839,53.0,0,5810.271434318238,12.0,0,1.0,0,0.0,1778.0,11.0
110507,0,0.021798547,59.0,0,4582.0,6.0,0,2.0,0,0.0,1955.573205432,4.0
110508,0,0.010928962,31.0,0,3000.0,2.0,0,0.0,0,0.0,250.91636100000002,2.0
110509,0,0.612312812,42.0,0,4256.263175877867,1.0,0,0.0,1,0.0,416.0,1.0
110510,0,0.056826948,71.0,0,6450.0,6.0,0,1.0,0,0.0,1666.7415910500001,5.0
110511,0,0.002335548,71.0,0,2600.0,10.0,0,2.0,0,0.0,1384.4675129999998,8.0
110512,0,0.353013124,68.0,0,6927.967204140499,7.0,0,2.0,0,0.0,2553.0,5.0
110513,0,0.0,44.0,0,21000.0,6.0,0,1.0,0,3.0,5959.71621,5.0
110514,0,0.023271534,60.0,1,15566.0,19.0,0,1.0,0,1.0,3860.751982088,18.0
110515,0,0.996901572,72.0,0,6808.0,16.0,0,1.0,0,0.0,4628.320165696,15.0
110516,0,0.04854831,24.0,0,1698.4376161282812,2.0,0,0.0,0,0.0,3.0,2.0
110517,0,0.065956274,63.0,0,5250.0,7.0,0,1.0,0,1.0,1512.71186325,6.0
110518,0,0.10542066,44.0,0,13000.0,5.0,0,0.0,0,2.0,212.983615,5.0
110519,0,0.112183771,79.0,0,4776.201891480401,13.0,0,0.0,0,0.0,215.0,13.0
110520,0,0.500098036,29.0,0,4100.0,8.0,0,0.0,0,0.0,584.8573535,8.0
110521,0,0.228059273,64.0,0,9271.0,11.0,0,0.0,0,0.0,801.91350158,11.0
110522,0,0.030485252,73.0,0,5463.375833026038,8.0,0,0.0,0,0.0,59.0,8.0
110523,0,0.760174661,46.0,1,5000.0,9.0,0,1.0,0,1.0,3867.226555,8.0
110524,0,0.364420789,54.0,0,5200.0,9.0,0,1.0,0,3.0,1875.639298,8.0
110525,0,0.128453432,45.0,0,3000.0,9.0,0,0.0,0,0.0,799.733421,9.0
110526,0,0.238352802,40.0,0,4583.0,3.0,0,2.0,0,4.0,1498.672993923,1.0
110527,0,0.308869113,53.0,0,3000.0,4.0,0,1.0,0,1.0,2284.238586,3.0
110528,0,0.469451233,28.0,0,2166.0,1.0,0,0.0,0,0.0,62.9709267,1.0
110529,0,0.0,74.0,0,2343.0,5.0,0,0.0,0,0.0,0.0,5.0
110530,0,0.986771266,41.0,0,2520.0,1.0,0,0.0,0,2.0,196.92185687999998,1.0
110531,0,0.191823832,39.0,0,5620.0,6.0,0,1.0,0,1.0,2671.52463872,5.0
110532,0,0.303717749,54.0,0,3600.0,11.0,0,1.0,0,0.0,2410.330464,10.0
110533,0,0.01641955,51.0,1,12500.0,11.0,0,1.0,0,2.0,4396.6482625,10.0
110534,0,0.017449564,65.0,0,10500.0,9.0,0,1.0,0,0.0,910.9132515,8.0
110535,0,0.166316881,58.0,0,6000.0,14.0,0,1.0,0,0.0,2242.626228,13.0
110536,0,0.0,52.0,0,6400.0,7.0,0,1.0,0,0.0,1777.7222336000002,6.0
